table_id rows cols nulls inlinks outlinks views table_imp table_fraction
table-0306-876 1 5 0 100 172 19476 0.1 0.013396375098502758
table-0306-106 18 6 0 179 154 6598 0.125 1.0266365688487584
table-0306-365 0 1 0 91 115 1250 0.5 0.0
table-0306-513 0 0 0 1528 730 135 1.0 0.0
table-0306-597 27 4 0 129 94 2812 0.2 1.6706254948535233
table-0306-13 0 1 0 178 219 92553 1.0 0.0
table-0306-765 87 3 78 40 37 1470 0.5 4.072879330943847
table-0306-240 3 7 1 92 134 3140 0.06666666666666667 0.07192374350086655
table-0306-546 1 2 1 29 36 2378 1.0 0.06312292358803986
table-0306-708 3 5 0 360 273 6469 0.2 0.13818722139673106
table-0306-35 1 2 0 10 19 1924 1.0 0.04627766599597585
table-0306-559 5 9 0 161 350 5369 0.038461538461538464 0.025196731234866827
table-0306-359 34 6 0 46 97 1304 0.09090909090909091 1.0707257072570726
table-0306-156 2 5 2 54 60 826 1.0 0.16129032258064516
table-0306-509 12 4 0 1528 730 135 1.0 0.024788654952003483
table-0306-857 4 5 4 1369 378 1516825 1.0 0.008541756283414245
table-0306-250 3 6 0 92 134 3140 0.06666666666666667 0.08232235701906412
table-0306-861 2 3 0 45 105 2250 1.0 0.03709532374100719
table-0306-944 8 3 0 0 0 0 0.0 2022.0
table-0306-141 3 6 0 90 132 3638 0.06666666666666667 0.08671875
table-0306-552 2 5 1 51 75 73321 1.0 0.027139087825103655
table-0306-734 2 3 2 76 102 1094 0.25 0.15611814345991562
table-0306-938 2 4 0 28 23 909 1.0 0.44075829383886256
table-0306-238 6 3 0 92 134 3140 0.06666666666666667 0.15771230502599654
table-0306-633 12 6 0 70 163 1485 0.1 0.8199827734711456
table-0306-681 18 5 0 408 280 6654 0.2 1.3233256351039262
table-0306-64 53 5 6 214 243 4144 0.2 0.715630190071969
table-0306-421 2 5 0 115 112 40142 0.1111111111111111 0.04447115384615385
table-0306-265 17 5 7 615 442 113269 1.0 0.04874803106838303
table-0306-410 4 3 0 0 0 0 0.0 164.0
table-0306-159 2 5 2 52 60 787 1.0 0.25504322766570603
table-0306-632 34 6 0 70 163 1485 0.1 1.4814814814814814
table-0306-741 5 3 0 424 297 6477 1.0 0.08303249097472924
table-0306-83 1 5 0 88 82 4356 0.14285714285714285 0.1102514506769826
table-0306-234 0 0 0 128 305 1249 1.0 0.0
table-0306-79 4 5 4 36 39 2624 1.0 0.25396039603960396
table-0306-863 1 3 0 42 21 1337 1.0 0.6526946107784432
table-0306-126 3 5 0 228 175 39419 0.2 0.0921409214092141
table-0306-937 4 4 4 135 133 10749 0.3333333333333333 0.18433787945446548
table-0306-413 0 1 0 42 118 2598 1.0 0.0
table-0306-124 16 6 0 228 175 39419 0.2 0.40421096518657496
table-0306-986 6 4 7 102 149 2352 0.09090909090909091 0.08115942028985507
table-0306-168 2 2 0 94 135 11367 0.06666666666666667 0.07924203273040482
table-0306-545 1 2 0 6 9 124 1.0 0.09492273730684327
table-0306-629 2 3 0 70 163 1485 0.1 0.13092161929371232
table-0306-295 3 6 0 60 92 3389 0.06666666666666667 0.076592082616179
table-0306-82 1 3 0 15 39 796 1.0 0.09730848861283643
table-0306-983 5 4 1 102 149 2352 0.09090909090909091 0.10338164251207729
table-0306-902 0 1 0 329 688 259 1.0 0.0
table-0306-529 12 7 0 261 144 105212 0.25 0.05694836460235763
table-0306-526 10 3 2 104 173 23719 0.5 0.21253822629969418
table-0306-169 3 6 0 94 135 11367 0.06666666666666667 0.10594315245478036
table-0306-868 5 3 0 71 113 1817 1.0 0.22579656862745098
table-0306-852 6 10 6 85 118 844 1.0 0.06051873198847262
table-0306-960 8 10 0 279 190 11788 0.09090909090909091 0.22007616974972796
table-0306-173 3 6 0 94 135 11367 0.06666666666666667 0.082687338501292
table-0306-412 4 3 0 0 0 0 0.0 186.0
table-0306-507 10 4 0 1528 730 135 1.0 0.01958807761918944
table-0306-640 14 8 20 42 107 932 0.14285714285714285 0.31125827814569534
table-0306-780 5 11 0 111 238 4047 0.09090909090909091 0.10240733664501338
table-0306-224 2 2 2 66 31 4103 0.5 0.036668738346799255
table-0306-33 14 3 14 117 384 2364 1.0 0.012330680920852821
table-0306-138 6 4 0 90 132 3638 0.06666666666666667 0.2390625
table-0306-364 4 2 2 91 115 1250 0.5 0.03909673070441524
table-0306-654 6 6 4 67 149 1871 0.16666666666666666 0.22697368421052633
table-0306-562 5 3 0 161 350 5369 0.038461538461538464 0.050544794188861986
table-0306-685 4 3 0 408 280 6654 0.2 0.11893764434180139
