table_id rows cols nulls inlinks outlinks views table_imp table_fraction
table-0201-658 2 2 2 95 114 9519 1.0 0.02689618074233459
table-0201-411 20 10 0 403 263 6733 0.3333333333333333 0.9311926605504587
table-0201-505 2 3 0 147 184 16058 0.5 0.1344019728729963
table-0201-109 8 1 0 253 378 38648 0.034482758620689655 0.0067010738366769336
table-0201-837 1 3 0 105 104 5824 1.0 0.04670022371364653
table-0201-828 4 2 2 70 143 31035 0.25 0.030251625671473
table-0201-271 91 5 0 323 454 43873 0.3333333333333333 0.09077347317029068
table-0201-859 7 3 0 160 119 2255 0.25 0.22281449893390193
table-0201-21 26 5 0 820 436 233104 0.08333333333333333 0.06417790067980182
table-0201-103 4 4 0 98 109 1350 1.0 0.6507462686567164
table-0201-809 2 5 2 94 138 4051 0.07692307692307693 0.11208576998050682
table-0201-571 13 8 18 195 206 5301 1.0 7.790697674418604
table-0201-375 3 5 0 178 252 5754 0.14285714285714285 0.003996366939146231
table-0201-432 5 7 0 144 231 2977 1.0 0.051231848588676784
table-0201-821 1 5 2 139 164 1979 1.0 0.15005599104143338
table-0201-511 1 3 0 162 41 1864 1.0 0.05819158460161146
table-0201-731 2 6 0 273 387 26813 0.5 0.0024126530247520327
table-0201-492 3 3 0 12 34 1320 1.0 0.09506346967559944
table-0201-292 1 3 0 1673 814 1079123 1.0 0.00375849419688496
table-0201-150 4 1 0 1251 471 23701 0.05263157894736842 0.015507310589277802
table-0201-770 4 4 0 11 32 636 0.5 0.07692307692307693
table-0201-566 18 3 0 81 252 3283 0.14285714285714285 3.8784313725490196
table-0201-16 1 1 0 165 226 1208 1.0 0.012491992312620116
table-0201-476 1 3 0 333 39 17349 1.0 0.02448146888813329
table-0201-367 1 3 1 87 89 35719 0.25 0.017417162276975363
table-0201-486 18 17 2 434 977 12281 0.5 1.9236401673640167
table-0201-168 14 7 0 990 717 67637 0.06666666666666667 0.2932481022772673
table-0201-805 19 14 11 286 344 4830 1.0 0.3072025138509882
table-0201-246 16 6 17 268 317 39220 1.0 0.0884707466706569
table-0201-523 10 7 2 60 226 18574 1.0 0.06600414078674949
table-0201-689 6 5 16 5 84 375 1.0 0.3567901234567901
table-0201-68 11 3 0 123 233 1662 1.0 0.0727130570758405
table-0201-645 4 5 4 60 81 8760 1.0 0.466403162055336
table-0201-80 144 4 0 738 438 60047 0.09090909090909091 0.6569414850024586
table-0201-864 4 7 4 113 410 49559 0.1111111111111111 0.011577511744203668
table-0201-377 8 7 3 178 252 5754 0.14285714285714285 0.010838631547078413
table-0201-725 2 6 0 273 387 26813 0.5 0.002591368063622554
