table_id rows cols nulls inlinks outlinks views table_imp table_fraction
table-0205-521 9 2 0 138 145 2112 0.14285714285714285 0.1816958277254374
table-0205-887 2 9 0 99 109 770 0.2 0.0343027591349739
table-0205-453 14 7 21 7 47 15246 0.16666666666666666 0.11462085526923432
table-0205-109 22 3 0 427 251 286678 0.3333333333333333 0.010861694424330196
table-0205-932 2 10 0 99 109 770 0.2 0.036539895600298286
table-0205-854 3 2 0 1705 399 342627 0.3333333333333333 0.003057169061449098
table-0205-807 2 5 0 367 598 3642 0.041666666666666664 0.15981308411214953
table-0205-630 1 4 0 22 42 1398 0.3333333333333333 0.017267843438219493
table-0205-44 4 11 20 206 223 8309 0.07692307692307693 0.049626467449306294
table-0205-438 1 3 0 78 215 69773 0.04 0.015522976469138845
table-0205-523 14 7 0 138 145 2112 0.14285714285714285 0.8411843876177658
table-0205-973 8 2 0 62 61 1030 0.3333333333333333 0.6343612334801763
table-0205-861 2 10 0 99 109 770 0.2 0.035794183445190156
table-0205-484 6 12 0 162 316 2992 0.1111111111111111 0.19001919385796545
table-0205-787 6 9 5 367 598 3642 0.041666666666666664 0.05560747663551402
table-0205-626 2 3 2 21 77 1743 0.3333333333333333 0.08528341133645345
table-0205-390 8 3 0 292 370 134024 0.14285714285714285 0.028807256977076777
table-0205-418 4 4 3 50 71 590 0.125 0.17938420348058903
table-0205-620 1 3 0 165 279 425 1.0 0.14351320321469574
table-0205-768 20 8 0 218 310 10882 0.07692307692307693 0.03823789659967134
table-0205-191 1 2 1 27 44 13539 1.0 0.016060862214708368
table-0205-713 28 8 113 29 11 4733 1.0 4.290944123314065
table-0205-280 1 2 1 29 100 5254 1.0 0.0015662352650234936
table-0205-498 4 12 0 151 271 1747 0.14285714285714285 0.13983050847457626
table-0205-873 2 10 0 99 109 770 0.2 0.0343027591349739
table-0205-779 12 6 25 96 114 1147 1.0 1.5991649269311066
table-0205-561 14 7 0 27 29 3725 0.3333333333333333 0.44080604534005036
table-0205-303 2 6 0 233 429 8362 0.3333333333333333 0.034552845528455285
table-0205-59 8 6 14 266 319 4265 1.0 0.06335710367526055
table-0205-724 2 3 0 170 146 76095 1.0 0.0382156556329024
table-0205-22 2 1 0 206 223 8309 0.07692307692307693 0.013340448239060833
table-0205-89 9 3 0 23 88 851 0.3333333333333333 0.6034782608695652
table-0205-95 35 4 0 219 138 13232 0.14285714285714285 0.1465765193679728
table-0205-81 6 6 1 82 154 206319 0.25 1.5377643504531722
table-0205-735 8 4 6 76 104 1494 1.0 0.793859649122807
table-0205-202 41 7 53 110 233 5642 0.3333333333333333 0.8321295688334428
table-0205-571 3 3 1 10 44 3088 0.25 0.08554817275747509
table-0205-714 3 4 2 47 57 1240 1.0 0.25539568345323743
table-0205-406 9 5 12 4 270 433 1.0 1.185897435897436
table-0205-685 71 5 192 1844 613 3243 0.3333333333333333 11.70556552962298
table-0205-979 1 2 0 10 23 1257 0.3333333333333333 0.02802241793434748
table-0205-560 2 3 0 27 29 3725 0.3333333333333333 0.034634760705289674
table-0205-712 3 3 0 17 27 2115 1.0 0.14585908529048208
table-0205-963 1 3 0 120 142 5049 1.0 0.02503209242618742
table-0205-69 8 3 0 5944 423 127065 1.0 0.02037541334370745
table-0205-772 4 4 0 218 310 10882 0.07692307692307693 0.004550625711035267
table-0205-631 10 17 2 429 893 7555 0.5 1.2443946188340806
table-0205-408 2 4 0 38 52 20905 0.25 0.2288135593220339
table-0205-555 1 5 0 107 104 25790 0.5 0.007572080380545578
table-0205-860 2 12 0 99 109 770 0.2 0.041759880686055184
table-0205-126 4 9 0 13 338 881 1.0 0.4525939177101968
table-0205-226 7 3 0 16 30 652 1.0 0.4012158054711246
table-0205-79 0 1 0 164 226 2221 1.0 0.0
table-0205-80 31 8 67 84 315 7225 1.0 1.2693456421395601
table-0205-746 23 3 0 9 21 1526 0.3333333333333333 0.6587490102929533
table-0205-927 2 9 0 99 109 770 0.2 0.04697986577181208
table-0205-910 2 13 0 99 109 770 0.2 0.041759880686055184
table-0205-665 70 7 70 47 767 9437 1.0 1.0488121752041575
table-0205-613 9 2 0 27 48 5164 0.3333333333333333 0.12698412698412698
table-0205-575 7 8 8 301 447 1241 1.0 0.4708124851084108
table-0205-858 10 4 0 99 109 770 0.2 0.3169276659209545
table-0205-994 1 2 0 361 318 51656 0.2 0.0028214867064568637
table-0205-562 4 5 2 20 45 10732 0.5 0.04903250046965996
table-0205-481 2 5 0 162 316 2992 0.1111111111111111 0.15547024952015356
table-0205-74 9 4 0 62 72 41838 0.2 4.515923566878981
