table_id rows cols nulls inlinks outlinks views table_imp table_fraction
table-0403-298 4 2 1 0 0 0 0.0 126.0
table-0403-841 18 7 9 54 71 1616 0.3333333333333333 2.857976653696498
table-0403-501 2 5 0 11 64 10439 0.038461538461538464 0.06327543424317618
table-0403-254 1 3 0 32 57 942 1.0 0.23979591836734693
table-0403-88 23 11 3 156 328 136 1.0 1.1534559289790742
table-0403-237 6 4 0 319 225 7036 1.0 0.27488151658767773
table-0403-871 3 4 0 4 83 692 0.25 0.29361296472831266
table-0403-937 17 4 0 15 28 6004 0.5 1.282453637660485
table-0403-283 1 3 0 172 208 2482 1.0 0.43034055727554177
table-0403-555 1 3 0 35 41 939 1.0 0.03945480631276901
table-0403-247 2 5 0 21 31 931 0.3333333333333333 0.5183585313174947
table-0403-445 151 4 0 169 208 12608 1.0 1.8361904761904762
table-0403-213 13 14 11 430 247 85284 0.16666666666666666 0.2115556548949486
table-0403-273 14 2 0 43 73 30938 0.2 0.19044740024183796
table-0403-543 1 3 0 14 47 5434 1.0 0.02718589272593681
table-0403-111 25 6 0 0 0 0 0.0 3749.0
table-0403-715 6 7 0 327 725 26156 0.125 0.05829635430261899
table-0403-48 11 3 0 20 68 5816 0.5 1.5601965601965602
table-0403-158 4 2 0 78 44 9695 0.16666666666666666 0.05555555555555555
table-0403-54 33 3 23 49 73 8409 0.5 2.0673076923076925
table-0403-644 1 3 0 22 27 688 1.0 0.040569395017793594
table-0403-109 41 6 0 0 0 0 0.0 5427.0
table-0403-53 35 4 19 77 88 6118 0.3333333333333333 6.765822784810126
table-0403-311 21 4 22 45 78 7558 0.5 3.385113268608414
table-0403-538 4 4 4 3 11 300 1.0 0.31153846153846154
table-0403-962 114 12 935 0 0 0 0.0 7052.0
table-0403-321 2 5 0 83 139 1751 0.3333333333333333 0.45118733509234826
table-0403-672 9 8 0 460 739 85044 0.3333333333333333 0.0031311727266076523
table-0403-250 18 3 0 78 34 11274 0.3333333333333333 0.4773462783171521
table-0403-844 3 4 6 199 235 1958 0.1 0.6654135338345865
table-0403-916 5 3 0 126 154 1856 0.5 0.02995169082125604
table-0403-411 11 3 0 289 262 13026 1.0 0.08797173875581596
table-0403-742 4 4 0 13 20 4114 0.2 0.06250889933077032
table-0403-189 42 3 0 26 102 6064 0.3333333333333333 8.304347826086957
table-0403-990 2 6 0 172 176 533 0.3333333333333333 0.22470433639947437
table-0403-228 3 2 1 84 93 23299 1.0 0.034451079467156635
table-0403-966 16 5 12 2257 938 967342 0.2 0.03568350284433718
table-0403-266 2 5 1 507 530 20176 0.3333333333333333 0.03731158883123301
table-0403-814 107 9 199 302 642 8857 0.027777777777777776 5.917959324370907
table-0403-327 1 2 0 1013 525 196800 0.1 0.001898860683589846
table-0403-293 2 3 0 12 45 10348 1.0 0.08587167854828257
table-0403-454 0 1 0 70 83 84120 1.0 0.0
table-0403-855 2 5 0 206 233 14524 0.14285714285714285 0.033416554637987324
table-0403-608 8 4 0 4 91 963 1.0 0.21928327645051193
table-0403-165 1 2 1 16 31 1103 1.0 0.02871205906480722
table-0403-813 109 9 192 302 642 8857 0.027777777777777776 6.0044812133746985
table-0403-163 17 2 0 15 35 1898 0.5 0.2113599126160568
table-0403-988 8 4 8 362 277 892 0.5 1.6833976833976834
table-0403-756 17 21 51 692 435 40530 0.16666666666666666 0.07812771880981381
table-0403-169 10 4 5 23 59 10120 0.25 0.3157894736842105
table-0403-999 1 3 0 14 27 871 1.0 0.03079416531604538
table-0403-486 5 18 32 31 63 3046 0.3333333333333333 0.7400644468313641
table-0403-125 4 1 0 1284 787 21287 0.25 0.010755377688844422
table-0403-945 1 2 0 19 34 1734 0.5 0.033946251768033946
table-0403-803 2 3 1 43 26 1715 1.0 0.07923771313941826
table-0403-842 8 5 3 54 71 1616 0.3333333333333333 0.5700389105058365
table-0403-483 6 3 0 347 605 22241 1.0 0.1142186583219245
table-0403-552 1 3 0 34 42 824 1.0 0.056020066889632104
table-0403-287 1 2 1 91 140 7313 0.5 0.008095440988495952
