table_id rows cols nulls inlinks outlinks views table_imp table_fraction
table-0008-516 0 1 0 169 166 15707 1.0 0.0
table-0008-906 41 2 0 17 466 21002 0.03333333333333333 0.7661050545094152
table-0008-68 1 15 0 1181 1316 77394 0.045454545454545456 0.016294508147254073
table-0008-14 2 3 0 27 22 1732 1.0 0.11063218390804598
table-0008-121 4 1 0 498 360 506 1.0 0.11601208459214502
table-0008-158 4 5 1 498 360 506 1.0 0.004229607250755287
table-0008-264 0 1 0 63 44 9167 1.0 0.0
table-0008-765 3 7 3 26 7 23117 1.0 1.003921568627451
table-0008-646 7 3 0 21 38 995 1.0 0.6741767764298093
table-0008-560 3 7 3 540 105 20023 0.3333333333333333 0.07745933384972889
table-0008-58 30 7 27 2772 371 187913 0.25 1.5099562894609033
table-0008-16 9 2 0 741 317 12886 0.09090909090909091 1.259656652360515
table-0008-165 0 0 0 498 360 506 1.0 0.0
table-0008-336 1 4 0 114 103 12064 0.25 0.09739714525608732
table-0008-532 16 10 0 659 343 280536 0.3333333333333333 0.04243307230012748
table-0008-169 4 1 0 498 360 506 1.0 0.04826283987915408
table-0008-388 8 5 1 172 128 17333 0.5 0.14430767090896446
table-0008-451 3 6 2 274 260 31333 0.3333333333333333 0.02018496180136711
table-0008-814 2 2 0 26 7 23117 1.0 14.941176470588236
table-0008-993 1 3 0 347 316 45632 0.3333333333333333 0.012592270950933565
table-0008-292 9 4 0 109 65 9803 1.0 0.11853928545755157
table-0008-611 4 2 0 34 62 6839 0.25 0.01764896373056995
table-0008-172 3 5 0 498 360 506 1.0 0.002945619335347432
table-0008-821 2 2 0 26 7 23117 1.0 3.176470588235294
table-0008-804 2 2 0 26 7 23117 1.0 3.4196078431372547
table-0008-622 2 2 0 75 124 11753 0.3333333333333333 0.02786474639949906
table-0008-637 5 5 3 23 27 1192 1.0 0.7065573770491803
table-0008-343 1 4 0 120 98 11940 0.25 0.1388888888888889
table-0008-959 13 4 3 407 542 2413 0.058823529411764705 0.6373994638069705
table-0008-754 53 3 3 17 48 7143 0.14285714285714285 11.39450441609421
table-0008-877 97 3 0 632 1000 53823 0.09090909090909091 27.888475836431226
table-0008-628 26 5 0 308 113 255415 0.3333333333333333 1.097268087661363
table-0008-227 4 9 0 206 239 147897 0.3333333333333333 0.01605576441102757
table-0008-517 1 5 2 3 37 922 1.0 0.1794425087108014
table-0008-738 4 4 3 124 343 5395 0.3333333333333333 0.10917461361394278
table-0008-709 9 10 2 490 561 22602 0.041666666666666664 0.4431968295904888
table-0008-294 30 2 0 21 146 15667 0.3333333333333333 0.13278441377710773
table-0008-257 2 3 0 18 25 705 1.0 0.16721097322011758
table-0008-427 71 4 0 300 232 6525 0.3333333333333333 4.609589041095891
table-0008-556 3 7 3 540 105 20023 0.3333333333333333 0.07745933384972889
table-0008-860 2 3 0 373 393 5945 0.5 0.05589254766031196
table-0008-428 5 5 0 456 246 26987 0.25 0.017655671346137283
table-0008-368 2 2 1 7 24 2550 1.0 0.07846277021617294
table-0008-206 17 7 2 304 178 105118 0.2 0.1807701175928061
table-0008-876 0 1 0 632 1000 53823 0.09090909090909091 0.0
table-0008-410 8 3 0 215 69 46104 0.3333333333333333 0.10825545171339564
table-0008-149 4 1 0 498 360 506 1.0 0.022016616314199395
table-0008-788 2 2 0 26 7 23117 1.0 2.5803921568627453
table-0008-786 2 2 0 26 7 23117 1.0 1.0666666666666667
table-0008-93 0 1 0 653 529 14179 0.5 0.0
table-0008-57 38 7 35 2772 371 187913 0.25 1.8751821272462361
table-0008-348 1 3 0 221 230 5739 1.0 0.024093049016892826
table-0008-108 9 13 0 61 5 2602 1.0 1.8154362416107384
table-0008-751 40 3 15 115 137 92269 0.5 0.641571795813441
table-0008-383 4 2 2 189 234 123392 0.2 0.042789757412398925
table-0008-476 4 4 2 14 14 2038 0.5 0.10732150977717145
table-0008-440 2 5 0 227 277 5444 0.3333333333333333 0.07269700332963375
table-0008-670 13 3 0 686 277 2466654 0.2 0.03854518185226847
table-0008-46 1 2 0 210 258 89152 0.2 0.0022164128210957037
table-0008-396 1 1 0 177 295 1346 0.3333333333333333 0.02527646129541864
table-0008-961 5 3 6 407 542 2413 0.058823529411764705 0.07439678284182305
table-0008-338 2 2 1 43 52 913 1.0 0.10831721470019343
table-0008-337 1 3 0 114 103 12064 0.25 0.09319899244332494
table-0008-907 28 2 0 17 466 21002 0.03333333333333333 0.3201189296333003
table-0008-681 2 3 0 624 103 109530 0.5 0.013682790518404316
table-0008-489 1 3 0 315 272 9594 0.2 0.03491335372069317
table-0008-455 3 6 2 274 260 31333 0.3333333333333333 0.01841576196220346
table-0008-848 4 4 0 640 286 95598 0.3333333333333333 0.006504244295006063
table-0008-1 10 2 0 147 83 5304 1.0 0.13738618103910016
table-0008-2 38 5 22 48 28 9845 1.0 6.501440922190202
table-0008-645 1 2 1 93 113 4893 1.0 0.005528076811172534
table-0008-41 12 3 0 67 37 12836 0.5 1.403751233958539
table-0008-513 1 3 0 26 41 1448 1.0 0.037444037444037445
table-0008-328 9 3 0 31 48 1663 1.0 0.45586632764257173
table-0008-639 147 6 1 12 306 8952 0.5 10.659657701711492
table-0008-803 2 2 0 26 7 23117 1.0 2.176470588235294
table-0008-426 1 2 0 20 53 1392 1.0 0.01309049516220831
table-0008-835 2 2 0 26 7 23117 1.0 2.7176470588235295
table-0008-658 16 3 0 36 50 9482 0.3333333333333333 1.257328990228013
table-0008-884 12 2 0 109 233 10374 0.5 0.012460174757894073
table-0008-211 9 3 1 97 171 74234 0.2 0.13024059933727128
table-0008-812 2 2 0 26 7 23117 1.0 4.996078431372549
table-0008-905 76 2 0 17 466 21002 0.03333333333333333 1.2150644202180376
table-0008-631 7 3 0 172 181 14929 1.0 0.08112987150897313
table-0008-312 5 6 0 41 133 534 0.5 0.2226537216828479
table-0008-316 2 2 0 209 179 18079 0.5 0.09128145114101814
table-0008-660 9 2 9 59 137 23021 0.25 0.01692585273648939
table-0008-504 2 2 0 63 83 4812 1.0 0.06055776892430279
table-0008-142 4 1 0 498 360 506 1.0 0.03561178247734139
table-0008-492 23 8 18 288 286 25535 0.2 0.16443850267379678
table-0008-89 1 3 0 99 133 4605 1.0 0.06670902160101652
table-0008-418 6 3 0 333 74 26910 0.125 0.08069414316702819
table-0008-182 2 3 1 120 121 6675 0.14285714285714285 0.018683651804670912
table-0008-743 22 3 0 288 370 6737 0.5 0.28930466350181516
table-0008-362 17 36 305 422 325 329253 1.0 0.07293317580612627
table-0008-832 2 2 0 26 7 23117 1.0 2.631372549019608
table-0008-164 4 5 0 498 360 506 1.0 0.004342900302114804
table-0008-783 2 2 0 26 7 23117 1.0 1.011764705882353
table-0008-374 2 4 0 117 104 12642 0.25 0.02087832973362131
table-0008-71 1 8 0 1181 1316 77394 0.045454545454545456 0.0004023335345001006
table-0008-975 14 6 0 193 249 5419 0.3333333333333333 0.785876993166287
table-0008-146 4 1 0 498 360 506 1.0 0.04879154078549849
table-0008-759 7 2 2 17 48 7143 0.14285714285714285 0.5726202158979392
table-0008-181 27 4 23 120 121 6675 0.14285714285714285 0.42760084925690023
table-0008-421 18 2 0 470 320 139639 0.25 0.04011721907841552
table-0008-952 1 3 0 30 29 1226 1.0 0.15505226480836237
table-0008-434 7 4 0 143 119 36056 0.25 0.9801324503311258
table-0008-890 10 2 0 83 130 39998 0.25 0.022420684486635024
table-0008-436 2 5 3 227 277 5444 0.3333333333333333 0.09100998890122086
table-0008-461 33 2 14 115 61 1428 1.0 0.512576478585996
table-0008-838 2 2 0 26 7 23117 1.0 1.6431372549019607
table-0008-140 0 0 0 498 360 506 1.0 0.0
table-0008-130 0 0 0 498 360 506 1.0 0.0
table-0008-919 28 2 0 17 466 21002 0.03333333333333333 0.31615460852329036
table-0008-372 3 2 1 117 104 12642 0.25 0.03419726421886249
table-0008-219 7 6 0 278 229 8384 0.3333333333333333 0.1210710128055879
table-0008-855 8 3 0 136 201 8151 1.0 0.01938301938301938
table-0008-506 2 5 4 20 44 3678 1.0 0.14120202751629254
table-0008-540 8 5 0 16 24 11930 0.5 0.03368665601858574
table-0008-406 6 8 0 177 295 1346 0.3333333333333333 0.2796208530805687
table-0008-349 1 2 0 13 24 3660 1.0 0.018668831168831168
table-0008-8 21 5 25 44 145 2335 0.2 2.0024489795918368
table-0008-577 275 8 207 15 700 211164 1.0 37.70259319286872
table-0008-377 6 4 0 516 684 3061 0.25 0.12648981161091888
table-0008-652 37 3 0 80 97 1359 0.3333333333333333 4.088888888888889
table-0008-480 2 2 0 49 89 40535 0.125 0.07732634338138926
table-0008-805 2 2 0 26 7 23117 1.0 4.6156862745098035
table-0008-270 2 2 2 235 104 91665 0.16666666666666666 0.0013236267372600927
table-0008-272 34 4 36 235 104 91665 0.16666666666666666 0.3639973527465255
table-0008-992 15 11 8 347 316 45632 0.3333333333333333 0.14358083658995513
table-0008-344 6 5 0 120 98 11940 0.25 0.1875
table-0008-500 0 1 0 173 184 3115 1.0 0.0
table-0008-450 4 6 7 274 260 31333 0.3333333333333333 0.01833534378769602
table-0008-583 10 5 11 1093 717 94974 0.125 0.11982698152910919
table-0008-405 6 8 0 177 295 1346 0.3333333333333333 0.2796208530805687
table-0008-25 21 4 19 193 261 846 1.0 0.0366271147007013
table-0008-582 2 5 2 1093 717 94974 0.125 0.019756838905775075
table-0008-744 0 1 0 400 183 25231 1.0 0.0
table-0008-261 4 3 0 25 45 1161 1.0 0.3159340659340659
table-0008-424 0 1 0 470 320 139639 0.25 0.0
table-0008-731 6 4 0 36 48 19613 0.5 0.24028461959496442
table-0008-45 17 2 0 210 258 89152 0.2 0.03796317344851102
table-0008-547 1 3 0 19 40 1584 1.0 0.05101617586063874
table-0008-664 39 4 51 37 73 4743 0.3333333333333333 0.2981864682631946
table-0008-791 2 2 0 26 7 23117 1.0 1.776470588235294
table-0008-808 2 2 0 26 7 23117 1.0 20.603921568627452
table-0008-214 1 2 0 97 171 74234 0.2 0.0028814291888776835
table-0008-665 8 5 0 25 58 48779 0.3333333333333333 0.3360291144359078
table-0008-481 2 2 0 49 89 40535 0.125 0.020314547837483616
table-0008-851 19 4 0 544 362 594265 1.0 0.2139544063949472
table-0008-572 4 8 6 540 105 20023 0.3333333333333333 0.10844306738962045
table-0008-603 5 4 5 21 433 28572 1.0 0.20834747200542925
table-0008-861 3 2 0 97 121 6503 0.5 0.2613333333333333
table-0008-327 4 9 1 122 99 2869 0.1111111111111111 0.3124031007751938
table-0008-695 3 2 0 750 593 140592 0.1 0.0006308352258390108
table-0008-950 46 6 41 178 201 16031 0.5 5.890243902439025
table-0008-922 6 2 0 17 466 21002 0.03333333333333333 0.09613478691774034
