table_id rows cols nulls inlinks outlinks views table_imp table_fraction
table-0402-484 3 4 0 11 109 426 0.25 0.418018018018018
table-0402-107 2 5 0 99 151 2178 0.25 0.5272727272727272
table-0402-802 9 6 2 51 73 943 0.5 1.4152542372881356
table-0402-153 6 3 0 2852 747 740349 0.3333333333333333 0.01294159575889874
table-0402-691 1 3 0 44 58 723 1.0 0.08612143742255267
table-0402-444 3 3 3 16 734 13850 0.020833333333333332 0.17252747252747253
table-0402-952 0 1 0 487 287 10912 1.0 0.0
table-0402-402 12 10 0 0 0 0 0.0 498.0
table-0402-132 1 3 0 15 46 1453 1.0 0.04313319530710835
table-0402-865 10 7 0 716 648 12618 0.027777777777777776 0.053629469122426866
table-0402-354 11 8 0 276 155 3541 0.125 1.2594501718213058
table-0402-922 2 2 2 43 59 1821 1.0 0.05639097744360902
table-0402-23 10 6 0 224 335 6482 0.14285714285714285 0.35774253731343286
table-0402-245 8 5 0 93 189 1358 0.3333333333333333 0.6468401486988847
table-0402-760 0 1 0 181 163 30266 1.0 0.0
table-0402-97 12 5 4 265 292 9560 0.25 1.67524115755627
table-0402-540 10 5 0 100 149 5049 0.2 0.22291407222914073
table-0402-157 6 5 3 56 107 11736 0.16666666666666666 0.0713737528779739
table-0402-742 1 2 0 257 168 88853 0.3333333333333333 0.030854830551340414
table-0402-318 14 9 0 254 135 5681 0.04 0.03784269662921348
table-0402-427 1 3 1 16 734 13850 0.020833333333333332 0.05274725274725275
table-0402-244 80 6 0 93 189 1358 0.3333333333333333 4.919144981412639
table-0402-101 8 2 0 110 170 1371 0.125 0.15474642392717816
table-0402-517 4 5 0 238 347 2033 1.0 0.15848214285714285
table-0402-932 3 7 0 12 131 975 0.07692307692307693 0.043689320388349516
table-0402-963 3 2 0 148 157 13159 1.0 0.02375946173254836
table-0402-433 22 3 22 16 734 13850 0.020833333333333332 1.3010989010989011
table-0402-262 11 8 0 246 104 4320 0.045454545454545456 0.036517937508036516
table-0402-939 3 3 1 543 295 87642 0.5 0.0016411621202040364
table-0402-118 1 2 1 75 229 1667 1.0 0.0036087369420702755
table-0402-319 9 9 0 254 135 5681 0.04 0.027865168539325844
table-0402-87 1 3 0 17 48 2396 1.0 0.03536888643271622
table-0402-385 1 20 0 42 34 2080 0.3333333333333333 0.19506889050036258
table-0402-163 48 7 0 44 77 53838 1.0 22.560873605947954
table-0402-470 100 5 0 132 138 0 1.0 7.402072538860104
table-0402-292 7 5 0 368 259 8889 0.05555555555555555 0.13693331270307907
table-0402-409 33 3 0 71 106 6635 0.14285714285714285 0.7937024972855592
table-0402-117 4 10 4 221 35 6731 1.0 0.279508970727101
table-0402-520 4 9 0 238 347 2033 1.0 0.390625
table-0402-28 10 5 0 224 227 6527 0.125 0.32448673009514273
table-0402-63 1 2 1 180 309 7397 1.0 0.0021343518310492026
table-0402-441 28 3 28 16 734 13850 0.020833333333333332 1.8417582417582417
table-0402-109 12 10 0 644 250 32008 0.07142857142857142 1.0401681457262961
table-0402-983 1 3 0 10 14 881 1.0 0.29891304347826086
table-0402-206 5 7 0 173 262 15410 0.3333333333333333 0.3039772727272727
table-0402-697 1 3 0 20 30 1141 1.0 0.08525202240199128
table-0402-277 1 3 0 36 73 4171 1.0 0.02337434094903339
table-0402-168 3 3 0 28 36 1583 1.0 0.39625
table-0402-434 7 3 3 16 734 13850 0.020833333333333332 0.9296703296703297
table-0402-115 8 2 0 104 151 1283 0.14285714285714285 0.21441441441441442
table-0402-626 1 3 0 42 55 808 1.0 0.07395038167938932
table-0402-864 1 2 0 716 648 12618 0.027777777777777776 0.003791982665222102
table-0402-31 1 7 0 227 221 7486 0.1 0.04756871035940803
table-0402-42 11 6 0 174 599 19518 0.5 0.5160714285714286
table-0402-116 4 10 4 221 35 6731 1.0 0.37016052880075545
table-0402-178 2 4 0 378 125 23007 0.25 0.07548608463591308
table-0402-85 4 2 0 42 229 7000 0.3333333333333333 0.0033120808147718804
table-0402-144 4 8 8 283 228 20593 0.5 0.32667525773195877
table-0402-98 35 12 330 0 0 0 0.0 1972.0
table-0402-89 1 4 0 179 195 3084 0.3333333333333333 0.024509803921568627
table-0402-761 23 7 17 2942 277 78026 0.25 0.10289414458877877
table-0402-751 13 4 10 20 37 2570 0.5 0.8128342245989305
table-0402-791 1 2 1 8 120 540 0.14285714285714285 0.0027397260273972603
table-0402-424 15 3 15 16 734 13850 0.020833333333333332 0.7549450549450549
table-0402-442 15 3 14 16 734 13850 0.020833333333333332 0.7494505494505495
table-0402-387 8 4 0 27 178 2028 0.25 0.04729417206290472
table-0402-724 7 4 0 13 116 78 1.0 2.4190871369294604
table-0402-675 6 2 1 182 157 21077 0.3333333333333333 0.10721442885771543
table-0402-956 0 1 0 92 110 5961 1.0 0.0
table-0402-412 10 3 10 16 734 13850 0.020833333333333332 0.5131868131868131
table-0402-595 51 5 13 1293 499 1534354 0.25 0.08977410622608047
table-0402-735 6 7 0 48 54 2823 0.14285714285714285 0.07496823379923762
table-0402-961 1 2 0 71 91 32369 0.5 0.0053678560151563
table-0402-840 38 6 38 163 145 22633 0.5 0.5052228689897137
table-0402-710 23 4 4 21 56 13140 0.5 2.004944375772559
table-0402-55 0 1 0 87 143 1534 1.0 0.0
table-0402-449 5 3 5 16 734 13850 0.020833333333333332 0.3
table-0402-20 14 5 0 224 335 6482 0.14285714285714285 0.37173507462686567
table-0402-921 1 3 0 53 81 3957 1.0 0.04383116883116883
table-0402-256 11 6 11 246 104 4320 0.045454545454545456 0.10145300244310146
table-0402-371 3 2 0 52 142 4636 0.3333333333333333 0.03957858769931663
table-0402-164 2 1 0 329 87 24237 1.0 0.04029990627928772
table-0402-316 14 9 0 254 135 5681 0.04 0.03766292134831461
table-0402-895 1 7 0 32 192 3730 0.05 0.005092417955488495
table-0402-232 55 6 28 14 196 15081 1.0 1.0040712468193385
table-0402-616 1 5 2 7 113 301 1.0 0.07804878048780488
table-0402-689 1 3 0 67 120 16947 0.3333333333333333 0.006689936009307737
table-0402-238 1 5 0 14 196 15081 1.0 0.024681933842239184
table-0402-526 4 5 0 238 347 2033 1.0 0.17857142857142858
table-0402-369 0 1 0 96 169 35650 0.3333333333333333 0.0
table-0402-468 8 5 0 885 750 10078 0.16666666666666666 0.15433507170795308
table-0402-293 8 5 0 368 259 8889 0.05555555555555555 0.2323998143277116
table-0402-423 5 3 5 16 734 13850 0.020833333333333332 0.35494505494505496
table-0402-661 3 2 0 96 89 4042 0.5 0.032317297098788104
table-0402-364 11 5 0 593 789 6682 0.1111111111111111 0.3480699439129
table-0402-324 11 9 0 254 135 5681 0.04 0.029752808988764045
table-0402-653 224 4 11 313 260 20191 0.5 8.45577164366374
table-0402-297 4 5 0 368 259 8889 0.05555555555555555 0.11403373046572798
table-0402-869 10 4 0 716 648 12618 0.027777777777777776 0.028575297941495124
table-0402-486 2 3 0 1362 574 556959 1.0 0.00304437564499484
table-0402-458 0 1 0 793 520 91883 1.0 0.0
table-0402-632 353 5 0 30 890 15119 0.5 42.41830065359477
table-0402-729 1 3 0 17 50 2361 0.5 0.01753246753246753
table-0402-311 2 5 4 86 67 8110 1.0 0.1523809523809524
table-0402-280 2 6 0 21 9 3631 0.3333333333333333 0.09765625
table-0402-216 13 9 0 316 165 18010 0.125 0.5716325559257497
table-0402-355 3 2 2 94 123 22801 0.3333333333333333 0.033597583993959984
table-0402-4 2 6 0 226 220 6199 1.0 0.05740432612312812
table-0402-388 3 10 0 27 178 2028 0.25 0.021739130434782608
table-0402-75 5 2 0 44 58 16844 0.5 0.077140549273021
table-0402-571 10 7 3 52 71 7124 0.14285714285714285 3.3090024330900243
table-0402-783 48 7 0 36 74 49242 1.0 25.127749181094995
table-0402-909 1 3 0 48 54 4874 1.0 0.25824175824175827
table-0402-621 4 10 4 19 55 1161 1.0 0.3702857142857143
table-0402-772 8 9 14 545 256 38072 0.1111111111111111 0.11713933415536375
table-0402-948 3 5 3 3 32 737 0.2 0.20962199312714777
table-0402-290 2 1 1 368 259 8889 0.05555555555555555 0.0034039919542008354
table-0402-33 15 5 0 227 221 7486 0.1 0.44978858350951373
table-0402-635 10 10 0 274 255 1890 0.3333333333333333 0.22508896797153025
table-0402-105 13 9 24 110 170 1371 0.125 0.9726918075422627
table-0402-876 16 13 0 716 648 12618 0.027777777777777776 0.07116738894907909
table-0402-624 3 6 3 65 131 17939 0.5 0.02658121454086993
table-0402-646 3 3 0 51 97 4272 0.5 0.05614657210401891
table-0402-496 0 1 0 58 64 16579 0.3333333333333333 0.0
table-0402-395 5 3 0 33 49 1090 1.0 1.5163934426229508
table-0402-662 14 4 0 64 95 972 0.5 4.286343612334802
table-0402-568 13 6 0 180 198 59658 0.25 0.033552404012452436
table-0402-112 3 3 0 18 112 3743 0.5 0.08908202064095601
table-0402-137 4 14 2 307 296 11407 0.2 0.007202016564638099
table-0402-321 6 9 0 254 135 5681 0.04 0.019056179775280898
table-0402-67 8 2 0 108 154 1363 0.1111111111111111 0.28
table-0402-289 1 5 0 368 259 8889 0.05555555555555555 0.027541389447624944
table-0402-966 2 4 2 156 217 1850 0.5 0.16198704103671707
table-0402-315 14 5 17 254 135 5681 0.04 0.09159550561797752
table-0402-119 2 2 0 117 158 1722 0.1111111111111111 0.1419753086419753
table-0402-145 10 11 0 70 187 1340 1.0 0.4947867298578199
table-0402-719 1 3 0 21 31 1584 1.0 0.07229477611940298
table-0402-53 10 4 9 21 42 6622 0.5 0.08374680499173057
table-0402-857 30 14 202 716 648 12618 0.027777777777777776 0.044352654387865655
table-0402-640 12 3 0 6901 848 856266 0.045454545454545456 0.023703856607149
table-0402-255 3 4 0 42 43 18158 0.5 0.05631399317406143
table-0402-310 2 3 0 398 348 23067 1.0 0.04508435136707388
table-0402-933 3 7 0 12 131 975 0.07692307692307693 0.04660194174757282
table-0402-615 1 5 2 6 117 487 1.0 0.03253182461103253
table-0402-884 5 2 3 267 263 42331 0.3333333333333333 0.027619540825133782
table-0402-350 2 2 0 6 4 399 1.0 0.3795620437956204
table-0402-995 18 6 18 1151 786 172174 0.05555555555555555 0.03252003937561524
table-0402-553 4 5 0 229 365 2106 1.0 0.047513321492007106
table-0402-996 12 5 16 1151 786 172174 0.05555555555555555 0.014871326114470538
table-0402-19 3 7 0 224 335 6482 0.14285714285714285 0.1296641791044776
table-0402-583 208 3 0 100 448 28649 0.03571428571428571 0.8381934940520055
table-0402-344 1 2 1 113 100 26564 0.5 0.010015814443858724
table-0402-252 2 2 0 803 195 4918 1.0 0.04716285924834193
table-0402-982 2 6 0 15 11 731 0.5 0.9663608562691132
table-0402-158 2 4 0 56 107 11736 0.16666666666666666 0.054950115118956255
table-0402-528 8 5 0 238 347 2033 1.0 0.5848214285714286
table-0402-846 36 11 166 187 211 2901 0.2 0.43838862559241704
table-0402-944 1 3 0 29 37 814 1.0 0.05542725173210162
table-0402-176 4 3 0 21 28 1293 1.0 0.45652173913043476
table-0402-27 10 5 0 224 227 6527 0.125 0.3259889834752128
table-0402-903 5 3 5 103 267 7150 0.5 0.14131897711978467
table-0402-457 1 5 2 324 359 2673 1.0 0.02993295019157088
table-0402-641 2 3 0 6901 848 856266 0.045454545454545456 0.00374995699590601
table-0402-891 6 7 6 32 192 3730 0.05 0.05287312963661511
table-0402-534 4 5 0 238 347 2033 1.0 0.15401785714285715
table-0402-54 5 2 0 286 313 14330 0.5 0.009384086703674332
table-0402-785 2 3 1 43 111 2977 0.5 0.025162337662337664
table-0402-762 4 2 0 6 10 3053 1.0 0.20523415977961432
table-0402-886 25 3 5 267 263 42331 0.3333333333333333 0.3274641809079924
table-0402-766 5 4 0 55 80 914 0.5 1.8939929328621907
table-0402-763 2 2 0 6 10 3053 1.0 0.07851239669421488
table-0402-807 42 9 16 79 238 7998 0.5 1.5281350482315113
table-0402-428 1 3 1 16 734 13850 0.020833333333333332 0.04835164835164835
table-0402-920 0 1 0 65 69 86691 0.3333333333333333 0.0
table-0402-314 57 7 3 127 115 8261 0.3333333333333333 3.753612716763006
table-0402-570 1 5 2 85 130 1160 1.0 0.05887807139545665
table-0402-518 4 9 0 238 347 2033 1.0 0.33705357142857145
table-0402-720 6 2 6 25 38 5521 1.0 0.06053811659192825
table-0402-688 5 2 4 67 120 16947 0.3333333333333333 0.04566608493310064
table-0402-692 10 6 2 68 106 697 0.5 1.9927797833935017
table-0402-400 2 8 0 32 42 1663 0.5 0.14502369668246445
table-0402-925 2 2 0 47 65 16312 0.25 0.03214285714285714
table-0402-189 10 2 5 636 355 348944 0.16666666666666666 0.008335977386137472
table-0402-190 16 2 0 636 355 348944 0.16666666666666666 0.015864316824829097
table-0402-383 2 3 0 176 222 2752 0.5 0.04893238434163701
table-0402-701 2 5 0 299 364 76985 0.125 0.031199569661108123
table-0402-382 1 2 1 176 222 2752 0.5 0.016903914590747332
table-0402-606 21 12 0 52 185 14569 0.1111111111111111 1.1859364435429345
table-0402-81 35 6 58 10 75 2108 0.3333333333333333 3.223841059602649
table-0402-305 6 5 0 261 308 100235 0.08333333333333333 0.9849397590361446
table-0402-746 9 7 20 39 76 16269 1.0 0.4821705426356589
table-0402-617 12 4 4 26 287 556 1.0 0.5356308411214953
table-0402-159 2 2 2 67 80 27037 0.5 0.1359773371104816
table-0402-464 20 20 272 58 84 429 0.5 1.9102564102564104
table-0402-283 1 3 0 252 281 9984 1.0 0.0575139146567718
table-0402-808 1 4 0 117 72 907 0.5 0.6995515695067265
table-0402-416 59 3 59 16 734 13850 0.020833333333333332 3.778021978021978
table-0402-121 8 2 0 117 158 1722 0.1111111111111111 0.18364197530864199
table-0402-790 9 4 0 8 120 540 0.14285714285714285 0.4147945205479452
table-0402-172 0 1 0 351 373 41529 0.2 0.0
table-0402-905 32 4 32 103 267 7150 0.5 3.0672947510094213
table-0402-919 15 2 0 65 69 86691 0.3333333333333333 0.11829808165272995
table-0402-15 11 5 0 227 224 4947 1.0 0.4549819927971189
table-0402-186 12 4 0 88 165 1468 0.3333333333333333 3.9156976744186047
table-0402-805 3 6 0 79 238 7998 0.5 0.08520900321543408
table-0402-417 22 3 18 16 734 13850 0.020833333333333332 1.145054945054945
table-0402-559 6 9 0 229 365 2106 1.0 0.10701598579040852
table-0402-563 2 5 0 107 171 5782 0.2 0.013555194805194805
table-0402-744 17 7 36 39 76 16269 1.0 1.0248062015503876
table-0402-339 0 1 0 12 30 955 1.0 0.0
table-0402-536 4 5 0 238 347 2033 1.0 0.17410714285714285
table-0402-811 8 4 6 114 281 4772 0.5 0.2566295979469632
table-0402-581 3 3 0 100 448 28649 0.03571428571428571 0.01673860406358564
table-0402-249 21 5 20 358 167 1639 1.0 0.8461538461538461
table-0402-79 12 12 12 26 41 786 0.5 1.1473118279569892
table-0402-970 0 1 0 298 194 236126 1.0 0.0
table-0402-816 7 6 1 43 70 631 0.5 0.9926470588235294
table-0402-696 3 2 0 157 92 448941 0.25 0.020472996823155665
table-0402-549 14 7 27 35 45 7108 0.1111111111111111 0.19761106454316849
table-0402-671 1 4 0 205 64 154261 0.3333333333333333 0.028357743845434717
table-0402-343 1 3 0 324 596 490 1.0 0.014713094654242276
table-0402-126 13 10 33 117 158 1722 0.1111111111111111 1.1944444444444444
table-0402-685 4 2 0 86 402 25649 0.25 0.08661417322834646
table-0402-340 7 4 0 258 115 77333 0.5 0.5125836253583944
table-0402-162 1 3 0 82 54 5290 1.0 0.06341463414634146
table-0402-365 5 5 0 593 789 6682 0.1111111111111111 0.1464863081491257
table-0402-827 44 5 52 183 193 2611 0.2 1.5237808549066827
table-0402-142 3 4 0 148 138 672 1.0 0.1495798319327731
table-0402-225 9 4 0 301 268 91567 0.08333333333333333 0.11652173913043479
table-0402-997 19 5 21 1151 786 172174 0.05555555555555555 0.031852060188440445
table-0402-625 3 2 0 26 41 1960 0.5 0.09098101265822785
table-0402-135 7 2 0 63 70 31222 0.3333333333333333 0.09362279511533243
table-0402-463 41 6 88 240 159 250065 0.25 0.23227336838056162
table-0402-224 7 3 0 301 268 91567 0.08333333333333333 0.03217391304347826
table-0402-410 138 3 56 16 734 13850 0.020833333333333332 16.91868131868132
table-0402-193 17 5 0 185 295 13229 0.3333333333333333 2.324675324675325
table-0402-552 10 3 0 229 365 2106 1.0 0.14786856127886322
table-0402-401 24 6 3 0 0 0 0.0 2278.0
table-0402-636 1 1 0 274 255 1890 0.3333333333333333 0.02090747330960854
table-0402-716 0 1 0 61 99 9160 1.0 0.0
table-0402-759 6 3 4 23 21 3656 0.5 0.22075055187637968
table-0402-429 2 3 2 16 734 13850 0.020833333333333332 0.0956043956043956
table-0402-591 9 7 0 1564 917 43321 0.1111111111111111 0.3204400283889283
table-0402-916 3 4 3 16 25 1088 0.3333333333333333 0.0508274231678487
table-0402-237 2 1 1 14 196 15081 1.0 0.011959287531806615
table-0402-405 12 3 0 71 106 6635 0.14285714285714285 0.2958740499457112
table-0402-603 4 1 0 52 185 14569 0.1111111111111111 0.025693035835023664
table-0402-248 2 2 0 358 167 1639 1.0 0.09401709401709402
table-0402-942 5 2 0 39 53 3530 0.3333333333333333 0.08943089430894309
table-0402-149 48 7 0 45 72 51020 0.3333333333333333 94.79878048780488
table-0402-703 4 3 0 299 364 76985 0.125 0.03155818540433925
table-0402-693 8 4 0 68 106 697 0.5 3.296028880866426
table-0402-656 6 3 0 115 169 14210 1.0 0.1172566371681416
table-0402-978 2 2 0 164 186 5304 0.25 0.009665726943213854
table-0402-614 8 10 0 372 299 110293 0.25 0.10049330514446793
table-0402-651 1 5 1 175 193 1146 0.2 0.10802139037433155
table-0402-296 4 9 0 368 259 8889 0.05555555555555555 0.025839393470524524
table-0402-91 13 4 7 137 106 1805 0.5 0.32238193018480493
table-0402-912 7 1 0 102 109 1473 1.0 0.04205607476635514
table-0402-627 1 3 0 205 139 8655 1.0 0.035030909626140715
table-0402-774 1 2 1 42 69 2673 0.5 0.025
table-0402-268 6 9 0 246 104 4320 0.045454545454545456 0.02893146457502893
table-0402-556 6 9 0 229 365 2106 1.0 0.0994671403197158
table-0402-584 0 1 0 431 425 15447 1.0 0.0
table-0402-704 4 4 0 299 364 76985 0.125 0.06365429442352519
table-0402-545 14 7 27 35 45 7108 0.1111111111111111 0.16345347862531434
table-0402-914 53 4 4 8 18 0 0.2 53.75255623721881
table-0402-582 1 3 0 100 448 28649 0.03571428571428571 0.0046320665333192965
table-0402-598 1 3 0 214 208 8462 1.0 0.02397838568051334
table-0402-601 7 15 48 27 14 1516 0.5 0.6340579710144928
table-0402-771 8 8 9 545 256 38072 0.1111111111111111 0.12001644060830251
table-0402-900 11 5 9 172 281 10048 0.25 0.3215434083601286
table-0402-929 3 6 0 12 131 975 0.07692307692307693 0.04627831715210356
table-0402-230 1 1 1 14 196 15081 1.0 0.0
table-0402-397 11 3 0 350 488 54236 1.0 0.09476348430302935
