table_id rows cols nulls inlinks outlinks views table_imp table_fraction
table-0405-830 8 4 0 46 103 639 0.25 0.20279255319148937
table-0405-283 72 6 0 12 385 50147 1.0 16.060413354531
table-0405-852 10 10 0 208 132 9100 0.3333333333333333 0.28113348247576436
table-0405-289 3 3 0 33 29 1155 0.5 0.03685092127303183
table-0405-29 6 17 0 1161 365 66600 0.5 0.10695000194242647
table-0405-171 3 8 2 110 173 4143 0.07142857142857142 0.0651840490797546
table-0405-739 6 4 0 147 265 31678 0.2 0.3933865450399088
table-0405-420 8 4 1 401 594 11997 1.0 0.2206194314806958
table-0405-742 15 4 12 6 89 583 0.5 0.24351541043637473
table-0405-849 10 5 0 184 222 183795 0.2 0.22978177150192555
table-0405-921 4 8 2 20 57 573 0.2 0.08578745198463508
table-0405-555 10 5 0 224 216 5184 0.16666666666666666 0.4928698752228164
table-0405-72 2 3 0 196 116 13222 1.0 0.12561881188118812
table-0405-355 19 26 296 19 72 718 0.2 1.2338983050847459
table-0405-495 1 6 1 189 227 4755 0.125 0.017893043827905106
table-0405-691 1 9 2 51 87 9303 0.2 0.011112826053403304
table-0405-107 1 4 0 59 174 7609 1.0 0.011126961483594865
table-0405-56 8 3 3 60 115 7064 0.16666666666666666 0.5800711743772242
table-0405-556 10 5 0 224 216 5184 0.16666666666666666 0.5926916221033868
table-0405-404 15 6 14 196 215 0 0.07692307692307693 0.013763116285755354
table-0405-887 115 7 230 1062 387 2667 1.0 9.518145161290322
table-0405-752 4 4 0 106 64 19320 0.3333333333333333 0.052588996763754045
table-0405-20 2 2 2 58 86 13228 1.0 0.016722408026755852
table-0405-118 3 4 0 59 174 7609 1.0 0.0261055634807418
table-0405-170 6 3 13 110 173 4143 0.07142857142857142 0.18711656441717792
table-0405-281 5 5 5 12 385 50147 1.0 0.22257551669316375
table-0405-101 9 4 0 59 174 7609 1.0 0.18131241084165478
table-0405-337 7 2 0 71 93 14009 0.3333333333333333 0.07142857142857142
table-0405-160 29 6 2 34 124 1500 0.1111111111111111 1.2048131080389144
table-0405-570 17 11 1 71 326 1790 0.16666666666666666 0.7351959966638866
table-0405-177 4 8 2 110 173 4143 0.07142857142857142 0.11042944785276074
table-0405-611 10 1 1 262 399 1103 1.0 0.006979990693345742
table-0405-878 2 2 0 90 104 2543 0.5 0.10015898251192369
table-0405-382 18 4 0 90 148 7307 1.0 0.3472245099654093
table-0405-269 1 2 1 54 79 3724 1.0 0.011757425742574257
table-0405-33 2 8 0 225 118 1909 0.16666666666666666 0.7054263565891473
table-0405-622 2 7 4 105 274 3293 0.5 0.2992383025027203
table-0405-207 4 3 4 84 87 6649 0.25 0.15032430370087752
table-0405-833 3 2 0 6 13 967 1.0 0.06092436974789916
table-0405-49 1 3 0 140 24 3286 1.0 0.24078091106290672
table-0405-917 4 8 2 20 124 643 0.2 0.08106694560669456
table-0405-868 8 5 10 24 55 1715 0.5 1.3089005235602094
table-0405-280 1 3 0 34 62 2726 1.0 0.040041873855011775
table-0405-426 6 3 0 58 72 9814 0.5 0.11307767944936087
table-0405-642 1 3 0 39 52 587 1.0 0.34615384615384615
table-0405-890 15 6 14 754 876 61420 1.0 0.1413186813186813
table-0405-600 7 5 0 55 74 1013 0.3333333333333333 0.11570247933884298
table-0405-18 0 1 0 288 316 15212 0.5 0.0
table-0405-598 1 3 0 76 611 12442 0.047619047619047616 0.022365805168986085
table-0405-272 3 3 0 29 35 1554 1.0 0.09423828125
table-0405-888 1 7 1 1062 387 2667 1.0 0.12096774193548387
table-0405-788 1 7 1 1061 365 3488 1.0 0.2575187969924812
table-0405-716 4 8 7 131 124 1975 0.5 0.17916260954235638
table-0405-733 5 2 0 481 319 110035 0.5 0.027517830947442968
table-0405-405 44 4 40 196 215 0 0.07692307692307693 0.03410234296392123
table-0405-384 6 8 24 55 62 918 0.5 0.5833333333333334
table-0405-791 17 3 0 896 828 241654 0.5 0.053705662103066855
table-0405-773 3 3 0 80 170 1155 0.0625 0.06656694091249066
table-0405-798 45 3 18 3438 454 87082 0.2 0.42287751134154244
table-0405-335 2 3 0 74 77 6386 1.0 0.0535410075444147
table-0405-318 6 3 0 102 104 19577 0.3333333333333333 0.18373346398824106
table-0405-365 166 4 166 108 274 3402 0.5 21.31893687707641
table-0405-188 19 6 2 43 64 3757 0.5 1.0924249642686994
table-0405-909 3 8 2 22 71 792 0.2 0.0522713130056005
table-0405-293 1 2 1 57 85 3330 1.0 0.014074074074074074
table-0405-145 2 4 0 139 146 638 0.5 0.344
table-0405-670 0 1 0 4 50 1355 1.0 0.0
table-0405-958 7 5 6 487 335 4925 0.07692307692307693 0.6785714285714286
table-0405-502 2 7 0 180 216 4554 0.14285714285714285 0.09746903607969844
table-0405-984 19 7 14 329 211 67505 0.3333333333333333 0.3408348457350272
table-0405-377 1 3 0 33 34 2226 1.0 0.10741687979539642
table-0405-225 1 3 2 213 319 5455 1.0 0.006461822497692206
table-0405-961 7 5 6 487 335 4925 0.07692307692307693 0.8283410138248848
table-0405-714 7 7 0 1123 237 127893 0.5 0.01295961422543701
table-0405-408 3 6 0 180 184 4538 0.16666666666666666 0.0964824120603015
table-0405-238 26 5 21 811 477 88002 0.25 0.2520518930368017
table-0405-200 4 8 0 80 168 614 0.0625 0.20649651972157773
table-0405-765 3 3 0 80 170 1155 0.0625 0.09199700822737472
table-0405-631 1 3 0 38 51 827 1.0 0.42613636363636365
table-0405-432 10 5 0 174 211 2217 0.16666666666666666 0.3363123236124177
table-0405-536 1 7 0 228 222 5252 0.125 0.04491341991341991
table-0405-330 4 8 3 190 377 6833 0.0625 0.02649737786364891
table-0405-226 4 9 4 213 319 5455 1.0 0.004747461426875907
table-0405-430 11 5 0 186 216 3259 0.16666666666666666 0.22568322068762856
table-0405-956 2 2 2 76 94 6686 1.0 0.04293381037567084
table-0405-53 5 2 0 60 115 7064 0.16666666666666666 0.12241992882562278
table-0405-455 11 5 0 180 235 3127 0.14285714285714285 0.16634522661523626
table-0405-783 2 5 2 54 62 1633 0.3333333333333333 0.1561051004636785
table-0405-646 1 3 0 42 46 441 1.0 0.5393939393939394
table-0405-744 2 5 0 45 66 1496 0.3333333333333333 0.19029850746268656
table-0405-907 8 4 0 21 64 698 0.2 0.14416475972540047
table-0405-902 17 6 0 174 238 14080 0.3333333333333333 2.455223880597015
table-0405-916 10 7 1 20 124 643 0.2 0.151673640167364
table-0405-217 52 4 0 368 368 3261 0.14285714285714285 3.0888066604995377
table-0405-346 2 7 0 100 111 1212 1.0 0.10997782705099779
table-0405-521 2 6 0 233 333 4170 0.1111111111111111 0.0211882605583393
table-0405-484 0 1 0 176 220 2735 0.14285714285714285 0.0
table-0405-960 8 5 7 487 335 4925 0.07692307692307693 0.6370967741935484
table-0405-719 7 1 0 18 25 1504 0.5 0.09947903745968742
table-0405-277 2 5 0 107 65 776165 0.3333333333333333 0.1567314132618888
table-0405-215 51 4 0 368 368 3261 0.14285714285714285 2.567067530064755
table-0405-911 10 7 1 20 122 620 0.2 0.19094854308741477
table-0405-919 4 5 2 28 45 1279 1.0 1.8374233128834356
table-0405-938 6 2 0 88 117 5067 0.5 0.18446601941747573
table-0405-88 13 2 0 69 103 6430 0.5 0.2708950800237107
table-0405-770 3 3 0 80 170 1155 0.0625 0.08526551982049364
table-0405-968 7 5 6 487 335 4925 0.07692307692307693 0.5944700460829493
table-0405-836 1 3 0 8 53 1123 1.0 0.1351981351981352
table-0405-923 1 4 0 98 107 3693 0.5 0.04082332761578045
table-0405-120 4 4 0 59 174 7609 1.0 0.03680456490727532
table-0405-686 6 6 4 111 236 7167 0.16666666666666666 0.005709065996802923
table-0405-140 7 5 8 153 182 19898 0.045454545454545456 0.0688433921987192
table-0405-795 4 2 0 44 61 3461 0.25 0.09880868955851436
table-0405-931 15 6 0 25 44 7281 0.3333333333333333 0.5740828966174368
table-0405-560 7 4 11 18 57 2247 1.0 0.152135231316726
table-0405-986 50 3 0 38 82 226 1.0 17.827067669172934
table-0405-935 39 6 0 14 133 831 0.25 1.2995594713656389
table-0405-84 1 3 0 20 24 290 1.0 0.3269230769230769
table-0405-801 1 4 0 116 141 12129 1.0 0.02237991266375546
table-0405-975 15 6 21 45 63 6278 1.0 1.1989247311827957
table-0405-818 1 3 0 61 30 2100 1.0 0.058823529411764705
table-0405-525 14 5 0 227 254 3804 0.125 0.23902585688514733
table-0405-376 2 7 2 32 58 1439 0.5 0.2528497409326425
table-0405-629 1 3 0 39 46 527 1.0 0.39644970414201186
table-0405-624 1 3 0 106 155 1425 0.16666666666666666 0.09098939929328621
table-0405-708 24 8 15 150 413 1481 0.06666666666666667 1.154690618762475
table-0405-183 5 4 3 146 141 724 0.5 0.2031640299750208
table-0405-816 5 2 0 75 95 76803 0.3333333333333333 0.05267254800207576
table-0405-962 6 5 5 487 335 4925 0.07692307692307693 0.7350230414746544
table-0405-709 10 4 3 150 413 1481 0.06666666666666667 0.2879241516966068
table-0405-454 11 5 0 180 235 3127 0.14285714285714285 0.1600771456123433
table-0405-50 12 6 10 581 526 13265 0.3333333333333333 0.020963572267920096
table-0405-826 4 8 2 22 72 622 0.2 0.08936484490398819
table-0405-1 4 4 4 178 138 781 0.5 0.14737654320987653
table-0405-300 2 3 0 107 147 4423 1.0 0.04283447911158118
table-0405-213 24 7 0 230 156 12376 0.5 0.08086385667832383
table-0405-665 1 3 0 12 29 429 1.0 0.1027351567711808
table-0405-915 5 3 5 1494 383 81836 0.3333333333333333 0.012607363503942941
table-0405-982 7 3 2 219 355 66876 0.5 0.0537109375
table-0405-182 4 8 3 110 173 4143 0.07142857142857142 0.07285276073619631
table-0405-860 5 10 0 192 159 7081 0.3333333333333333 0.045392193540341685
table-0405-70 5 3 0 1495 368 665570 0.5 0.003796280498208497
table-0405-994 6 3 5 32 23 1133 0.5 0.09658464928387808
table-0405-353 17 4 0 19 72 718 0.2 1.0694915254237287
table-0405-190 3 3 0 106 115 4465 1.0 0.15558766859344894
table-0405-316 0 1 0 43 73 1713 0.3333333333333333 0.0
table-0405-512 12 5 0 231 336 4474 0.14285714285714285 0.3736689254598258
table-0405-617 1 3 0 40 46 515 1.0 0.42196531791907516
table-0405-323 10 3 0 190 377 6833 0.0625 0.09136075075903947
table-0405-809 1 4 0 116 141 12129 1.0 0.023471615720524017
table-0405-741 7 5 0 147 265 31678 0.2 0.8802736602052451
table-0405-927 5 6 3 48 93 7021 0.25 0.19954648526077098
table-0405-121 1 4 0 59 174 7609 1.0 0.011126961483594865
table-0405-542 4 10 0 234 216 4553 0.14285714285714285 0.3576709796672828
table-0405-548 7 10 0 225 218 4123 0.125 0.4190077704722056
table-0405-603 1 3 0 37 51 600 1.0 0.5379746835443038
table-0405-793 21 4 18 44 61 3461 0.25 0.28100911002102313
table-0405-358 8 5 0 315 275 430046 0.3333333333333333 0.060618817091138706
table-0405-212 4 2 0 8 35 1745 0.5 0.02945236999539807
table-0405-249 121 7 235 1055 457 10850 1.0 10.52618025751073
table-0405-694 1 3 0 69 72 706 1.0 0.4245614035087719
table-0405-331 4 8 4 190 377 6833 0.0625 0.014904775048302512
table-0405-985 39 5 1 329 211 67505 0.3333333333333333 0.4379310344827586
table-0405-871 1 2 0 127 87 23123 0.14285714285714285 0.019387755102040816
table-0405-827 5 4 0 22 72 622 0.2 0.15657311669128507
table-0405-585 5 7 13 258 414 1387 1.0 0.034629608875938585
table-0405-193 3 2 0 141 187 100045 0.3333333333333333 0.007683863885839737
table-0405-630 1 3 0 38 51 633 1.0 0.39204545454545453
table-0405-870 2 2 0 127 87 23123 0.14285714285714285 0.07908163265306123
table-0405-799 29 3 17 3438 454 87082 0.2 0.25939727802981205
table-0405-124 1 4 0 59 174 7609 1.0 0.021968616262482168
table-0405-268 3 3 0 160 161 2470 1.0 0.13830285982184717
table-0405-278 2 4 2 107 65 776165 0.3333333333333333 0.02578700602813128
table-0405-305 1 2 1 60 80 4499 1.0 0.008010118043844857
table-0405-191 15 2 0 141 187 100045 0.3333333333333333 0.047538630414590895
table-0405-485 3 10 0 177 215 4819 0.125 0.09572431397574985
table-0405-777 1 3 0 72 68 10629 1.0 0.026342658770675924
table-0405-276 11 4 0 107 65 776165 0.3333333333333333 0.3010716677829873
table-0405-74 1 7 1 1085 462 9126 1.0 0.19314868804664723
table-0405-697 50 4 50 94 279 4238 0.25 2.945267489711934
table-0405-937 5 6 0 14 133 831 0.25 0.18502202643171806
table-0405-854 9 3 1 35 43 2625 0.5 0.11984861227922625
