table_id rows cols nulls inlinks outlinks views table_imp table_fraction
table-0103-577 1 4 0 193 363 112724 0.1111111111111111 0.003694880645631776
table-0103-927 0 1 0 249 339 3975 0.16666666666666666 0.0
table-0103-743 2 7 0 231 416 7746 0.04 0.018535469107551487
table-0103-824 7 11 0 157 356 2807 0.06666666666666667 0.11131320480174609
table-0103-607 16 4 16 134 112 2915 0.5 4.38177874186551
table-0103-826 0 1 0 157 356 2807 0.06666666666666667 0.0
table-0103-647 9 7 0 158 401 3959 0.0625 0.07439134355275022
table-0103-164 0 1 0 551 563 7131 0.06666666666666667 0.0
table-0103-358 1 3 0 7 44 1004 1.0 0.05811138014527845
table-0103-478 17 4 1 192 237 5621 1.0 0.09003866691217087
table-0103-261 10 4 10 168 484 1984 1.0 3.586734693877551
table-0103-7 0 1 0 309 381 4350 0.125 0.0
table-0103-632 1 2 1 41 58 1953 0.5 0.012726054922973878
table-0103-528 5 8 0 518 658 33921 0.023809523809523808 0.012223789374706159
table-0103-716 28 9 14 163 369 4153 0.0625 0.9872549019607844
table-0103-199 2 2 0 250 252 139890 0.3333333333333333 0.009591264571344252
table-0103-463 5 5 0 160 396 3487 0.05555555555555555 0.06125053168864313
table-0103-240 7 10 4 106 160 1338 0.25 0.2981715893108298
table-0103-255 1 3 0 73 79 960 1.0 0.27983539094650206
table-0103-530 1 3 0 518 658 33921 0.023809523809523808 0.00846262341325811
table-0103-843 26 9 16 158 350 2797 0.07142857142857142 0.7578276530894985
table-0103-464 26 9 12 160 396 3487 0.05555555555555555 0.7552105487026797
table-0103-605 5 9 1 228 445 7626 0.043478260869565216 0.09642248722316865
table-0103-376 5 5 0 164 415 3237 0.06666666666666667 0.09717767799871713
table-0103-818 4 3 1 50 106 5048 0.3333333333333333 0.011880614314691394
table-0103-401 27 9 12 158 404 3300 0.0625 1.729129129129129
table-0103-523 23 9 10 518 658 33921 0.023809523809523808 0.1535025858015985
table-0103-941 8 3 7 268 195 36064 0.5 0.04450603195304858
table-0103-282 2 4 0 195 242 100894 0.16666666666666666 0.0338750527648797
table-0103-963 2 8 0 246 346 3553 0.16666666666666666 0.03857457751653196
table-0103-208 6 4 0 84 122 34480 0.25 0.02019605527341443
table-0103-546 9 7 0 422 601 28350 0.02564102564102564 0.05456
table-0103-384 25 9 14 164 415 3237 0.06666666666666667 0.9166132135984606
table-0103-485 3 7 0 154 375 3362 0.04 0.03713080168776371
table-0103-68 7 5 0 319 395 3787 0.125 0.18078324225865208
table-0103-119 0 1 0 313 539 5307 0.0625 0.0
table-0103-129 5 5 0 374 600 8025 0.05263157894736842 0.08285004142502071
table-0103-92 1 7 0 319 398 4557 0.125 0.016304347826086956
table-0103-713 0 1 0 163 369 4153 0.0625 0.0
table-0103-624 10 3 0 621 332 39160 0.5 0.03310344827586207
table-0103-225 13 6 0 210 278 119515 0.14285714285714285 0.04216908978157514
table-0103-193 9 2 0 33 37 2748 0.3333333333333333 0.0764050764050764
table-0103-677 1 4 0 159 230 56028 0.3333333333333333 0.004525569467491326
table-0103-124 0 1 0 358 592 6096 0.047619047619047616 0.0
table-0103-807 0 1 0 159 320 3470 0.07142857142857142 0.0
table-0103-692 26 9 12 153 350 2935 0.0625 1.8198757763975155
table-0103-411 6 4 0 164 420 3736 0.0625 0.35916134913400183
table-0103-216 2 4 0 210 278 119515 0.14285714285714285 0.008130641493833116
table-0103-873 9 12 0 169 371 6978 0.05555555555555555 0.030194619347452777
table-0103-285 2 4 0 195 242 100894 0.16666666666666666 0.014246517517940059
table-0103-203 0 1 0 250 252 139890 0.3333333333333333 0.0
table-0103-20 9 8 0 308 382 4229 0.125 0.22216468151216986
table-0103-995 0 1 0 304 488 7917 0.0625 0.0
table-0103-67 0 1 0 365 455 6092 0.1 0.0
table-0103-926 0 1 0 249 339 3975 0.16666666666666666 0.0
table-0103-879 4 7 0 169 371 6978 0.05555555555555555 0.008586147681740127
table-0103-251 24 7 2 188 189 30573 0.125 0.048513002250850056
table-0103-171 0 1 0 314 552 6090 0.058823529411764705 0.0
table-0103-25 5 4 0 308 382 4229 0.125 0.3438632832729156
table-0103-739 7 5 0 231 416 7746 0.04 0.09176201372997711
table-0103-509 1 9 1 160 375 4218 0.07142857142857142 0.041989400733795354
table-0103-565 4 4 0 193 363 112724 0.1111111111111111 0.014001652972920414
table-0103-178 0 1 0 547 542 8590 0.06666666666666667 0.0
table-0103-215 9 2 2 210 278 119515 0.14285714285714285 0.024805346930338316
table-0103-73 0 1 0 319 395 3787 0.125 0.0
table-0103-131 14 7 0 374 600 8025 0.05263157894736842 0.1632145816072908
table-0103-907 5 5 0 252 334 4373 0.16666666666666666 0.16946211683053788
table-0103-33 1 3 0 744 540 16786 0.047619047619047616 0.03409363745498199
table-0103-102 6 4 0 377 598 6903 0.058823529411764705 0.19798488664987404
table-0103-307 0 1 0 159 424 3725 0.125 0.0
table-0103-426 0 1 0 164 402 3229 0.06666666666666667 0.0
table-0103-306 6 4 0 159 424 3725 0.125 0.11397817752875258
table-0103-981 13 4 6 1669 785 1019473 0.25 0.022525689561925365
table-0103-342 6 4 0 161 433 3681 0.0625 0.11428984250830805
table-0103-962 5 5 0 246 346 3553 0.16666666666666666 0.10984570168993388
table-0103-939 8 3 7 268 195 36064 0.5 0.04254972285621128
