table_id rows cols nulls inlinks outlinks views table_imp table_fraction
table-0102-995 1 7 1 163 111 32181 0.3333333333333333 0.01547779273216689
table-0102-693 3 9 0 471 484 29197 0.2 0.18141592920353983
table-0102-576 0 1 0 312 372 3550 0.125 0.0
table-0102-165 12 4 0 398 384 4845 0.125 0.4784688995215311
table-0102-971 5 6 0 21 44 1220 1.0 0.1430549146285187
table-0102-973 6 6 0 26 63 1367 0.5 0.24050632911392406
table-0102-190 14 3 3 147 110 136610 0.5 0.30919569030318217
table-0102-779 21 4 11 57 82 73399 0.3333333333333333 0.4168905950095969
table-0102-451 10 5 0 477 631 21765 0.1111111111111111 0.034385137127690944
table-0102-484 3 11 11 759 1070 42013 1.0 0.003286060186786579
table-0102-425 3 2 0 47 60 1868 0.5 0.06367924528301887
table-0102-333 1 6 0 78 205 14260 0.16666666666666666 0.015600315955766192
table-0102-805 222 3 0 39 1791 8392 0.2 111.18229166666667
table-0102-185 1 2 0 216 79 34473 0.25 0.006147283904152553
table-0102-142 0 1 0 431 505 7536 0.1111111111111111 0.0
table-0102-248 6 4 0 382 365 3260 0.125 0.7200349956255468
table-0102-786 1 5 0 26 35 15728 0.5 0.010638297872340425
table-0102-610 9 10 0 329 394 9159 0.1111111111111111 0.11044477761119441
table-0102-493 6 4 0 311 382 3499 0.125 0.27140495867768594
table-0102-509 35 9 21 42 223 10800 0.2 1.216763005780347
table-0102-114 3 4 0 295 341 2454 0.125 0.24928977272727273
table-0102-677 1 2 0 23 76 15051 1.0 0.03087248322147651
table-0102-228 8 5 0 295 378 2913 0.125 0.36181678214010776
table-0102-133 1 8 0 297 358 2723 0.125 0.030944625407166124
table-0102-103 1 7 0 296 350 2732 0.125 0.02164762477450391
table-0102-238 2 7 0 295 372 2688 0.125 0.047648136835675016
table-0102-42 10 3 0 6 558 1152 0.07142857142857142 1.563758389261745
table-0102-945 0 1 0 9 19 627 1.0 0.0
table-0102-449 3 13 13 821 1149 49218 1.0 0.0077456176110884635
table-0102-599 1 7 0 309 383 4311 0.125 0.015831987075928918
table-0102-389 78 6 0 43 216 1150 1.0 11.042606516290727
table-0102-81 2 8 0 294 357 2945 0.125 0.0547945205479452
table-0102-30 8 5 0 300 356 2677 0.125 0.27860106698280973
table-0102-376 81 6 0 31 190 167 1.0 54.762264150943395
table-0102-827 6 4 0 1036 693 117605 0.3333333333333333 0.028336998815767213
table-0102-132 8 5 0 297 358 2723 0.125 0.25787187839305103
table-0102-662 1 3 0 183 252 23522 0.25 0.026829268292682926
table-0102-10 8 5 0 302 354 2850 0.125 0.22924710424710426
table-0102-155 1 5 0 297 385 3252 0.125 0.0148861646234676
table-0102-884 8 3 0 128 246 1544 0.05263157894736842 0.9956709956709957
table-0102-65 9 4 0 296 357 2531 0.125 0.7624223602484472
table-0102-17 2 4 0 378 479 8632 1.0 0.03777833375031273
table-0102-581 0 1 0 314 383 3904 0.125 0.0
table-0102-943 4 4 0 61 98 2176 0.25 0.09564860426929392
