table_id rows cols nulls inlinks outlinks views table_imp table_fraction
table-0003-26 6 6 0 72 128 890 0.2 0.1675531914893617
table-0003-718 29 4 0 680 227 18557 1.0 2.207894736842105
table-0003-479 3 7 6 429 410 5076 0.5 0.12035225048923678
table-0003-504 12 6 6 645 391 243580 0.3333333333333333 0.041159898302755446
table-0003-420 26 7 32 180 353 4210 0.5 1.2073578595317727
table-0003-582 3 3 0 141 118 68431 1.0 0.05513685045616819
table-0003-558 1 12 0 15 6 415 1.0 0.3978102189781022
table-0003-125 3 3 0 100 88 2825 1.0 0.3796664019062748
table-0003-757 22 3 0 4732 1488 556091 0.07692307692307693 0.008483542696650827
table-0003-938 6 5 6 1685 524 179718 0.07692307692307693 0.020135856380397867
table-0003-770 10 4 0 1892 879 1200083 0.5 0.003831525566981265
table-0003-756 2 3 0 37 62 1491 1.0 0.027303754266211604
table-0003-341 3 4 0 75 28 36889 0.5 0.060330497702160944
table-0003-785 5 3 0 22 36 1927 1.0 0.2271796970937372
table-0003-726 24 4 1 441 261 20044 1.0 2.017195767195767
table-0003-467 5 7 13 429 410 5076 0.5 0.15166340508806261
table-0003-765 29 4 30 391 387 481199 1.0 0.2350372930689467
table-0003-614 2 7 2 37 52 1647 0.5 0.17681159420289855
table-0003-888 3 4 3 82 92 1798 0.5 0.3782771535580524
table-0003-117 5 3 0 112 46 60593 0.5 0.07040287195851616
table-0003-675 4 7 3 303 269 14282 0.3333333333333333 0.053763440860215055
table-0003-245 17 7 0 941 473 27709 0.08333333333333333 0.4534104750304507
table-0003-33 6 7 5 71 126 1192 0.2 0.10061242344706911
table-0003-487 3 7 7 429 410 5076 0.5 0.09295499021526418
table-0003-154 5 2 0 10 22 4107 0.16666666666666666 0.1694915254237288
table-0003-684 2 2 0 20 39 5731 0.3333333333333333 0.11020408163265306
table-0003-227 2 8 0 1023 406 27370 0.125 0.0333505021890291
table-0003-41 8 2 0 201 123 97102 0.25 0.0768916155419223
table-0003-631 6 8 0 7 42 2109 0.3333333333333333 0.36208368915456873
table-0003-476 3 7 6 429 410 5076 0.5 0.11545988258317025
table-0003-808 7 2 0 416 503 8764 1.0 0.019940747493163172
table-0003-372 3 2 0 59 33 1609 0.2 0.09438775510204081
table-0003-833 4 3 0 61 41 8834 1.0 0.1029050736497545
table-0003-214 5 6 0 144 750 43341 1.0 0.18577866800200302
table-0003-16 3 10 10 75 84 39567 0.5 0.0031362420440918734
table-0003-885 1 4 0 77 92 1633 0.25 0.049723756906077346
table-0003-651 1 3 0 22 56 4732 1.0 0.019740998104864182
table-0003-813 4 9 4 294 162 19780 0.3333333333333333 0.016302016302016303
table-0003-742 1 3 0 25 32 3835 1.0 0.008981195621667135
