table_id rows cols nulls inlinks outlinks views table_imp table_fraction
table-0104-882 20 4 12 522 652 15089 0.25 0.03326243215490685
table-0104-80 96 4 57 0 0 0 0.0 3890.0
table-0104-825 115 2 0 333 554 3296 0.25 2.0149732620320857
table-0104-849 0 1 0 80 133 39656 0.25 0.0
table-0104-787 54 4 54 171 662 1190 1.0 11.510810810810812
table-0104-443 10 7 0 241 312 2815 0.14285714285714285 0.22114868491680087
table-0104-520 10 3 0 409 72 7689 0.14285714285714285 0.7877947295423023
table-0104-420 5 7 0 243 317 3278 0.14285714285714285 0.0941999177293295
table-0104-222 1 3 0 71 80 1206 1.0 0.1724137931034483
table-0104-124 30 2 0 446 82 14178 0.25 0.17366628830874006
table-0104-465 10 5 0 238 325 2321 0.125 0.2797534376481745
table-0104-681 0 1 0 229 332 2209 0.14285714285714285 0.0
table-0104-472 10 5 0 237 333 2580 0.14285714285714285 0.20903361344537816
table-0104-248 7 5 0 243 331 3161 0.14285714285714285 0.24729241877256317
table-0104-622 2 3 0 37 46 1977 1.0 0.07303370786516854
table-0104-103 2 6 0 651 471 177903 0.045454545454545456 0.017682585144137973
table-0104-5 1 2 1 15 36 1416 1.0 0.021087680355160933
table-0104-518 8 4 0 34 55 29212 0.3333333333333333 0.8704856787048568
table-0104-250 9 8 0 243 331 3161 0.14285714285714285 0.24007220216606498
table-0104-697 7 7 0 329 357 5157 0.125 0.049387517013416295
table-0104-808 0 1 0 249 506 30655 1.0 0.0
table-0104-91 4 2 0 8 18 2894 0.5 0.3434650455927052
table-0104-613 1 2 1 18 33 4340 0.5 0.017025089605734768
table-0104-18 6 1 0 330 411 2170 1.0 0.022252747252747253
table-0104-209 3 2 0 51 63 661 0.5 0.04976303317535545
table-0104-158 14 7 0 255 343 10048 0.14285714285714285 0.15954088952654233
table-0104-407 0 1 0 19 26 456 1.0 0.0
table-0104-843 1 6 0 14 49 1833 0.25 0.022358527898694105
table-0104-312 2 7 2 257 398 135 1.0 0.015103914934751087
table-0104-933 3 7 0 231 344 1987 0.14285714285714285 0.10782080485952923
table-0104-77 6 4 0 255 342 4277 0.14285714285714285 0.22052663076002393
table-0104-339 12 7 0 297 372 4263 0.08333333333333333 0.2173728813559322
table-0104-326 1 7 1 257 398 135 1.0 0.01304978250362494
table-0104-95 5 3 0 6 114 50536 1.0 0.1591549295774648
table-0104-161 8 8 0 255 343 10048 0.14285714285714285 0.10329985652797705
table-0104-539 27 6 0 66 246 1651 0.08333333333333333 0.9982425307557118
table-0104-300 6 5 0 292 362 3610 0.125 0.14450619923044036
table-0104-36 15 1 0 18 90 968 0.2 0.510989010989011
table-0104-516 35 9 28 45 185 1417 0.3333333333333333 4.126494023904383
table-0104-774 12 4 12 171 662 1190 1.0 2.654054054054054
table-0104-527 1 3 0 103 139 49068 0.16666666666666666 0.008974964572508267
table-0104-451 5 7 0 325 317 3910 0.14285714285714285 0.11644908616187989
table-0104-42 0 1 0 384 352 6630 0.16666666666666666 0.0
table-0104-758 223 4 224 164 370 1247 1.0 89.85474860335195
table-0104-28 3 11 11 310 391 8837 0.0625 0.007168458781362007
