table_id rows cols nulls inlinks outlinks views table_imp table_fraction
table-0406-215 99 5 198 77 254 12838 0.5 10.683098591549296
table-0406-639 15 2 0 300 175 1787 1.0 0.07740121355631198
table-0406-608 5 3 0 28 33 1977 1.0 0.5655799848369977
table-0406-485 2 2 0 15 50 1607 0.3333333333333333 0.025411764705882352
table-0406-671 8 3 2 14 27 1540 0.5 0.7634146341463415
table-0406-283 11 4 0 22 24 6381 0.5 0.19344262295081968
table-0406-178 1 5 0 173 198 4581 0.5 0.024121295658166782
table-0406-237 18 6 0 99 329 1012 0.2 0.579624134520277
table-0406-323 1 2 0 297 227 355503 0.09090909090909091 0.03344982526210684
table-0406-288 4 2 0 18 58 6439 0.25 0.03857824013870828
table-0406-206 1 2 1 61 80 4005 1.0 0.015754560530679935
table-0406-472 0 1 0 39 109 13386 0.25 0.0
table-0406-696 10 7 0 7 86 1872 0.058823529411764705 0.08596473752365774
table-0406-601 2 3 0 67 100 5453 1.0 0.09271523178807947
table-0406-859 7 2 4 41 71 12178 0.5 0.04993282579489476
table-0406-492 0 1 0 89 75 1823 0.5 0.0
table-0406-97 1 3 0 194 89 933 1.0 0.022900763358778626
table-0406-47 5 8 5 20 51 750 0.25 1.2190889370932756
table-0406-234 2 7 0 99 329 1012 0.2 0.258160237388724
table-0406-659 4 3 0 2240 548 1274830 0.5 0.014236566927708116
table-0406-666 8 5 9 16 190 4026 0.1111111111111111 0.40981856990394877
table-0406-147 1 3 0 11 7 312 1.0 0.34065934065934067
table-0406-773 20 5 0 6 49 4367 0.04 0.8609355246523388
table-0406-597 7 2 0 78 86 36623 0.3333333333333333 0.08338848444738584
table-0406-236 19 7 19 99 329 1012 0.2 2.0029673590504453
table-0406-447 0 1 0 12 18 568 1.0 0.0
table-0406-85 1 3 0 194 89 933 1.0 0.020865139949109414
table-0406-108 8 6 10 72 124 1153 0.3333333333333333 0.9050131926121372
table-0406-692 10 7 0 7 86 1872 0.058823529411764705 0.07859348540691304
table-0406-133 17 6 17 456 687 11867 0.16666666666666666 0.06781802864363942
table-0406-300 3 5 0 32 229 6598 0.07142857142857142 0.022082018927444796
table-0406-780 2 5 0 6 49 4367 0.04 0.06995364517488412
table-0406-266 2 2 0 563 642 216923 0.14285714285714285 0.0021604599216375553
table-0406-500 12 6 0 3660 812 4519115 1.0 0.0037834156676647677
table-0406-488 2 9 0 332 259 10226 0.25 0.005031838624927639
table-0406-199 1 5 2 10 23 568 1.0 0.37349397590361444
table-0406-317 0 1 0 217 256 6043 1.0 0.0
table-0406-159 4 10 4 130 247 1664 0.08333333333333333 0.22130013831258644
table-0406-328 24 3 0 297 227 355503 0.09090909090909091 0.3037943085371942
table-0406-475 11 7 27 159 196 296 1.0 0.568868980963046
table-0406-290 1 2 0 108 129 1556 1.0 0.050761421319796954
table-0406-36 1 2 0 46 66 4085 0.3333333333333333 0.015177797051170859
table-0406-238 2 7 0 99 329 1012 0.2 0.2324431256181998
table-0406-301 3 5 0 32 229 6598 0.07142857142857142 0.03583596214511041
table-0406-120 283 6 441 46 400 100765 0.5 6.472719141323792
table-0406-672 1 2 1 80 31 1313 1.0 0.025991792065663474
table-0406-136 7 5 7 16 47 10686 0.5 0.2999237804878049
table-0406-43 36 4 21 174 215 42277 0.1111111111111111 0.06499117171944852
table-0406-589 5 2 2 67 59 14405 1.0 0.024771136241249325
table-0406-537 1 2 0 7 37 855 0.021739130434782608 0.028495692511597084
table-0406-117 2 7 0 75 116 1209 0.125 0.08991825613079019
table-0406-912 33 4 25 45 106 28040 0.1 3.004825090470446
table-0406-527 1 2 0 7 37 855 0.021739130434782608 0.061630218687872766
table-0406-357 1 5 0 252 277 11639 0.25 0.1256198347107438
table-0406-202 21 7 1 390 449 4218 1.0 0.2737861536448109
table-0406-896 10 3 0 312 278 12911 1.0 0.26989117291414755
table-0406-656 10 9 8 89 154 55080 0.2 0.06397071640230086
table-0406-408 4 1 0 57 151 3347 0.25 0.02724726254138019
table-0406-372 11 4 0 476 655 89906 0.25 0.006098332447683393
table-0406-727 1 5 2 86 141 1116 1.0 0.026488257782632443
table-0406-99 1 3 0 194 89 933 1.0 0.024427480916030534
table-0406-682 2 2 0 77 123 871 0.14285714285714285 0.05410958904109589
table-0406-891 2 5 0 168 185 641 0.5 0.4630681818181818
table-0406-59 36 6 119 635 430 10054 0.3333333333333333 0.49611273080660834
table-0406-417 15 2 8 72 84 17402 0.5 0.02081235313863713
table-0406-924 5 9 0 505 650 105040 0.16666666666666666 0.004691358024691358
table-0406-759 2 6 0 51 81 1050 0.14285714285714285 0.11095983662355344
table-0406-96 1 3 0 194 89 933 1.0 0.021628498727735368
table-0406-860 3 2 0 41 71 12178 0.5 0.020152261531571878
table-0406-462 13 7 24 208 240 360 1.0 1.0866666666666667
table-0406-911 10 4 7 45 106 28040 0.1 0.4620024125452352
table-0406-995 11 4 0 5 48 413 1.0 0.4823529411764706
